record_index,sample_id,model_profile_id,condition,true_label,predicted_label,reference_model,attribution_scale,citation_count,distinct_cited_feature_count,top_five_overlap_count,cited_absolute_attribution_sum,mean_cited_reference_rank,best_cited_reference_rank,worst_cited_reference_rank,cited_features,reference_total_absolute_attribution,reference_top_five_absolute_attribution,reference_top_five_features,top_five_overlap_fraction,top_five_jaccard,attribution_mass_coverage,relative_to_reference_top_five_mass
84,pilot_085,4178799eaa92ed02,structured,DoS,Benign,random_forest,DoS probability,5,5,1,0.0715487995298,20.6,5,28,"('TCP_FLAGS', 'IN_PKTS', 'IN_BYTES', 'MIN_TTL', 'FLOW_DURATION_MILLISECONDS')",0.542441116873,0.256560886291,"('MIN_IP_PKT_LEN', 'SHORTEST_FLOW_PKT', 'SERVER_TCP_FLAGS', 'MAX_TTL', 'MIN_TTL')",0.2,0.111111111111,0.131901504706,0.27887649035
85,pilot_086,50bc6259456774aa,deterministic_text,Benign,Benign,logistic_regression,DoS log-odds,5,5,0,0.133349920422,28.2,17,41,"('IN_BYTES', 'IN_PKTS', 'FLOW_DURATION_MILLISECONDS', 'OUT_BYTES', 'TCP_FLAGS')",6.42156454097,4.12454714822,"('SERVER_TCP_FLAGS', 'MIN_IP_PKT_LEN', 'MIN_TTL', 'MAX_TTL', 'L7_PROTO')",0,0,0.020765955021,0.032330802784
85,pilot_086,50bc6259456774aa,structured,Benign,Benign,logistic_regression,DoS log-odds,5,5,1,0.876902558912,21.6,3,41,"('FLOW_DURATION_MILLISECONDS', 'IN_PKTS', 'TCP_FLAGS', 'IN_BYTES', 'MIN_TTL')",6.42156454097,4.12454714822,"('SERVER_TCP_FLAGS', 'MIN_IP_PKT_LEN', 'MIN_TTL', 'MAX_TTL', 'L7_PROTO')",0.2,0.111111111111,0.136555905234,0.212605778865
85,pilot_086,50bc6259456774aa,deterministic_text,Benign,Benign,random_forest,DoS probability,5,5,0,0.0455292003156,21.2,9,39,"('IN_BYTES', 'IN_PKTS', 'FLOW_DURATION_MILLISECONDS', 'OUT_BYTES', 'TCP_FLAGS')",0.522356359063,0.253640989364,"('MIN_IP_PKT_LEN', 'MAX_TTL', 'MIN_TTL', 'SHORTEST_FLOW_PKT', 'SERVER_TCP_FLAGS')",0,0,0.0871611870433,0.179502533994
85,pilot_086,50bc6259456774aa,structured,Benign,Benign,random_forest,DoS probability,5,5,1,0.0817128775348,20,3,39,"('FLOW_DURATION_MILLISECONDS', 'IN_PKTS', 'TCP_FLAGS', 'IN_BYTES', 'MIN_TTL')",0.522356359063,0.253640989364,"('MIN_IP_PKT_LEN', 'MAX_TTL', 'MIN_TTL', 'SHORTEST_FLOW_PKT', 'SERVER_TCP_FLAGS')",0.2,0.111111111111,0.156431287027,0.322159591553
86,pilot_087,c434b1a3d10d220e,deterministic_text,DoS,Benign,logistic_regression,DoS log-odds,5,5,0,0.101539846047,31.2,23,43,"('IN_PKTS', 'IN_BYTES', 'L4_DST_PORT', 'FLOW_DURATION_MILLISECONDS', 'RETRANSMITTED_IN_PKTS')",10.91499479,8.08010907746,"('MIN_IP_PKT_LEN', 'MIN_TTL', 'MAX_TTL', 'SHORTEST_FLOW_PKT', 'SRC_TO_DST_AVG_THROUGHPUT')",0,0,0.00930278465551,0.0125666429839
86,pilot_087,c434b1a3d10d220e,structured,DoS,DoS,logistic_regression,DoS log-odds,5,5,0,0.179578583427,27.6,14,41,"('L4_DST_PORT', 'OUT_PKTS', 'PROTOCOL', 'LONGEST_FLOW_PKT', 'FLOW_DURATION_MILLISECONDS')",10.91499479,8.08010907746,"('MIN_IP_PKT_LEN', 'MIN_TTL', 'MAX_TTL', 'SHORTEST_FLOW_PKT', 'SRC_TO_DST_AVG_THROUGHPUT')",0,0,0.0164524662524,0.0222247721789
86,pilot_087,c434b1a3d10d220e,deterministic_text,DoS,Benign,random_forest,DoS probability,5,5,0,0.0441993310578,17.4,9,25,"('IN_PKTS', 'IN_BYTES', 'L4_DST_PORT', 'FLOW_DURATION_MILLISECONDS', 'RETRANSMITTED_IN_PKTS')",0.580766496876,0.299766999465,"('MIN_IP_PKT_LEN', 'MAX_TTL', 'MIN_TTL', 'DST_TO_SRC_AVG_THROUGHPUT', 'OUT_PKTS')",0,0,0.0761051666987,0.147445619887
86,pilot_087,c434b1a3d10d220e,structured,DoS,DoS,random_forest,DoS probability,5,5,1,0.0597893631529,23,5,44,"('L4_DST_PORT', 'OUT_PKTS', 'PROTOCOL', 'LONGEST_FLOW_PKT', 'FLOW_DURATION_MILLISECONDS')",0.580766496876,0.299766999465,"('MIN_IP_PKT_LEN', 'MAX_TTL', 'MIN_TTL', 'DST_TO_SRC_AVG_THROUGHPUT', 'OUT_PKTS')",0.2,0.111111111111,0.102949056935,0.199452785863
87,pilot_088,5ab53aa70222254e,deterministic_text,DoS,Benign,logistic_regression,DoS log-odds,5,5,1,1.38495971006,24.2,2,40,"('L4_DST_PORT', 'IN_BYTES', 'IN_PKTS', 'FLOW_DURATION_MILLISECONDS', 'MIN_TTL')",6.44222473163,4.79619855254,"('MAX_TTL', 'MIN_TTL', 'SERVER_TCP_FLAGS', 'DST_TO_SRC_IAT_AVG', 'DST_TO_SRC_AVG_THROUGHPUT')",0.2,0.111111111111,0.214981589087,0.288761963227
87,pilot_088,5ab53aa70222254e,structured,DoS,Benign,logistic_regression,DoS log-odds,5,5,0,0.273031761283,20.2,10,36,"('L4_DST_PORT', 'TCP_FLAGS', 'IN_PKTS', 'SRC_TO_DST_AVG_THROUGHPUT', 'FLOW_DURATION_MILLISECONDS')",6.44222473163,4.79619855254,"('MAX_TTL', 'MIN_TTL', 'SERVER_TCP_FLAGS', 'DST_TO_SRC_IAT_AVG', 'DST_TO_SRC_AVG_THROUGHPUT')",0,0,0.0423815952807,0.0569267010722
87,pilot_088,5ab53aa70222254e,deterministic_text,DoS,Benign,random_forest,DoS probability,5,5,1,0.0757648635921,20,3,36,"('L4_DST_PORT', 'IN_BYTES', 'IN_PKTS', 'FLOW_DURATION_MILLISECONDS', 'MIN_TTL')",0.515795829381,0.244547339536,"('MIN_IP_PKT_LEN', 'MAX_TTL', 'MIN_TTL', 'SERVER_TCP_FLAGS', 'SHORTEST_FLOW_PKT')",0.2,0.111111111111,0.146889252058,0.30981675669
87,pilot_088,5ab53aa70222254e,structured,DoS,Benign,random_forest,DoS probability,5,5,0,0.0438579181492,22.2,7,36,"('L4_DST_PORT', 'TCP_FLAGS', 'IN_PKTS', 'SRC_TO_DST_AVG_THROUGHPUT', 'FLOW_DURATION_MILLISECONDS')",0.515795829381,0.244547339536,"('MIN_IP_PKT_LEN', 'MAX_TTL', 'MIN_TTL', 'SERVER_TCP_FLAGS', 'SHORTEST_FLOW_PKT')",0,0,0.0850296098785,0.179343264304
88,pilot_089,7a3ec8ec247005f7,deterministic_text,Benign,Benign,logistic_regression,DoS log-odds,5,5,0,0.387880823168,17,8,25,"('FTP_COMMAND_RET_CODE', 'TCP_FLAGS', 'L4_DST_PORT', 'IN_PKTS', 'FLOW_DURATION_MILLISECONDS')",5.3757137389,3.17785621201,"('MIN_IP_PKT_LEN', 'MIN_TTL', 'MAX_TTL', 'SERVER_TCP_FLAGS', 'DST_TO_SRC_IAT_AVG')",0,0,0.0721542928079,0.122057386266
88,pilot_089,7a3ec8ec247005f7,structured,Benign,Benign,logistic_regression,DoS log-odds,5,5,0,0.352564048181,21.4,8,42,"('FTP_COMMAND_RET_CODE', 'L4_DST_PORT', 'TCP_FLAGS', 'IN_BYTES', 'FLOW_DURATION_MILLISECONDS')",5.3757137389,3.17785621201,"('MIN_IP_PKT_LEN', 'MIN_TTL', 'MAX_TTL', 'SERVER_TCP_FLAGS', 'DST_TO_SRC_IAT_AVG')",0,0,0.0655846023997,0.110943990118
88,pilot_089,7a3ec8ec247005f7,deterministic_text,Benign,Benign,random_forest,DoS probability,5,5,0,0.0449639056502,19.4,10,28,"('FTP_COMMAND_RET_CODE', 'TCP_FLAGS', 'L4_DST_PORT', 'IN_PKTS', 'FLOW_DURATION_MILLISECONDS')",0.507427224397,0.24932590936,"('MIN_IP_PKT_LEN', 'MIN_TTL', 'MAX_TTL', 'SHORTEST_FLOW_PKT', 'DST_TO_SRC_AVG_THROUGHPUT')",0,0,0.0886115357796,0.180341889721
88,pilot_089,7a3ec8ec247005f7,structured,Benign,Benign,random_forest,DoS probability,5,5,0,0.0430295499765,21.2,10,37,"('FTP_COMMAND_RET_CODE', 'L4_DST_PORT', 'TCP_FLAGS', 'IN_BYTES', 'FLOW_DURATION_MILLISECONDS')",0.507427224397,0.24932590936,"('MIN_IP_PKT_LEN', 'MIN_TTL', 'MAX_TTL', 'SHORTEST_FLOW_PKT', 'DST_TO_SRC_AVG_THROUGHPUT')",0,0,0.0847994508526,0.172583547723
89,pilot_090,0369b05c64ed3972,deterministic_text,Benign,DoS,logistic_regression,DoS log-odds,5,5,1,0.787688767362,21.6,5,36,"('FLOW_DURATION_MILLISECONDS', 'DST_TO_SRC_AVG_THROUGHPUT', 'TCP_FLAGS', 'RETRANSMITTED_OUT_PKTS', 'NUM_PKTS_UP_TO_128_BYTES')",6.24787040207,4.17939418885,"('SERVER_TCP_FLAGS', 'MIN_IP_PKT_LEN', 'MIN_TTL', 'MAX_TTL', 'DST_TO_SRC_AVG_THROUGHPUT')",0.2,0.111111111111,0.126073160401,0.188469603911
89,pilot_090,0369b05c64ed3972,structured,Benign,Benign,logistic_regression,DoS log-odds,5,5,1,0.768656390813,27.2,4,36,"('TCP_FLAGS', 'RETRANSMITTED_OUT_PKTS', 'IN_PKTS', 'OUT_BYTES', 'MAX_TTL')",6.24787040207,4.17939418885,"('SERVER_TCP_FLAGS', 'MIN_IP_PKT_LEN', 'MIN_TTL', 'MAX_TTL', 'DST_TO_SRC_AVG_THROUGHPUT')",0.2,0.111111111111,0.123026942198,0.183915743785
89,pilot_090,0369b05c64ed3972,deterministic_text,Benign,DoS,random_forest,DoS probability,5,5,0,0.0829723789196,12,6,25,"('FLOW_DURATION_MILLISECONDS', 'DST_TO_SRC_AVG_THROUGHPUT', 'TCP_FLAGS', 'RETRANSMITTED_OUT_PKTS', 'NUM_PKTS_UP_TO_128_BYTES')",0.510154055668,0.228622353494,"('MIN_IP_PKT_LEN', 'MAX_TTL', 'MIN_TTL', 'SERVER_TCP_FLAGS', 'SHORTEST_FLOW_PKT')",0,0,0.162641809857,0.362923299719
89,pilot_090,0369b05c64ed3972,structured,Benign,Benign,random_forest,DoS probability,5,5,1,0.115729609286,8,2,12,"('TCP_FLAGS', 'RETRANSMITTED_OUT_PKTS', 'IN_PKTS', 'OUT_BYTES', 'MAX_TTL')",0.510154055668,0.228622353494,"('MIN_IP_PKT_LEN', 'MAX_TTL', 'MIN_TTL', 'SERVER_TCP_FLAGS', 'SHORTEST_FLOW_PKT')",0.2,0.111111111111,0.226852277269,0.506204260072
90,pilot_091,a883243e0cbc2145,deterministic_text,Benign,DoS,logistic_regression,DoS log-odds,5,5,1,0.895206631149,19,3,41,"('RETRANSMITTED_IN_PKTS', 'RETRANSMITTED_IN_BYTES', 'SRC_TO_DST_IAT_STDDEV', 'SRC_TO_DST_AVG_THROUGHPUT', 'MIN_TTL')",5.8135791382,4.01965689421,"('SERVER_TCP_FLAGS', 'MIN_IP_PKT_LEN', 'MIN_TTL', 'MAX_TTL', 'TCP_WIN_MAX_OUT')",0.2,0.111111111111,0.153985455409,0.222707224698
90,pilot_091,a883243e0cbc2145,structured,Benign,Benign,logistic_regression,DoS log-odds,5,5,0,0.0783051964029,28.6,18,42,"('TCP_FLAGS', 'L4_DST_PORT', 'IN_BYTES', 'FLOW_DURATION_MILLISECONDS', 'RETRANSMITTED_IN_BYTES')",5.8135791382,4.01965689421,"('SERVER_TCP_FLAGS', 'MIN_IP_PKT_LEN', 'MIN_TTL', 'MAX_TTL', 'TCP_WIN_MAX_OUT')",0,0,0.0134693610496,0.0194805672384
90,pilot_091,a883243e0cbc2145,deterministic_text,Benign,DoS,random_forest,DoS probability,5,5,1,0.0980057917816,15.2,2,23,"('RETRANSMITTED_IN_PKTS', 'RETRANSMITTED_IN_BYTES', 'SRC_TO_DST_IAT_STDDEV', 'SRC_TO_DST_AVG_THROUGHPUT', 'MIN_TTL')",0.548061461664,0.285832652589,"('MIN_IP_PKT_LEN', 'MIN_TTL', 'MAX_TTL', 'SERVER_TCP_FLAGS', 'SHORTEST_FLOW_PKT')",0.2,0.111111111111,0.178822629645,0.342878222253
90,pilot_091,a883243e0cbc2145,structured,Benign,Benign,random_forest,DoS probability,5,5,0,0.0453608912096,19.2,12,29,"('TCP_FLAGS', 'L4_DST_PORT', 'IN_BYTES', 'FLOW_DURATION_MILLISECONDS', 'RETRANSMITTED_IN_BYTES')",0.548061461664,0.285832652589,"('MIN_IP_PKT_LEN', 'MIN_TTL', 'MAX_TTL', 'SERVER_TCP_FLAGS', 'SHORTEST_FLOW_PKT')",0,0,0.0827660661851,0.158697373441
91,pilot_092,363fae947456ac39,deterministic_text,DoS,Benign,logistic_regression,DoS log-odds,5,5,1,1.83137340471,12.4,3,21,"('IN_PKTS', 'FLOW_DURATION_MILLISECONDS', 'MAX_IP_PKT_LEN', 'MIN_TTL', 'RETRANSMITTED_IN_PKTS')",9.43754638869,6.11325591175,"('DST_TO_SRC_IAT_AVG', 'MAX_TTL', 'MIN_TTL', 'SERVER_TCP_FLAGS', 'DST_TO_SRC_IAT_STDDEV')",0.2,0.111111111111,0.194051857261,0.299574143656
91,pilot_092,363fae947456ac39,structured,DoS,Benign,logistic_regression,DoS log-odds,5,5,0,0.46430267527,20,11,27,"('IN_PKTS', 'TCP_FLAGS', 'SRC_TO_DST_IAT_AVG', 'OUT_PKTS', 'RETRANSMITTED_IN_PKTS')",9.43754638869,6.11325591175,"('DST_TO_SRC_IAT_AVG', 'MAX_TTL', 'MIN_TTL', 'SERVER_TCP_FLAGS', 'DST_TO_SRC_IAT_STDDEV')",0,0,0.049197392643,0.0759501453846
91,pilot_092,363fae947456ac39,deterministic_text,DoS,Benign,random_forest,DoS probability,5,5,1,0.0809486619202,18.6,1,30,"('IN_PKTS', 'FLOW_DURATION_MILLISECONDS', 'MAX_IP_PKT_LEN', 'MIN_TTL', 'RETRANSMITTED_IN_PKTS')",0.49894375,0.225782609384,"('MIN_TTL', 'MAX_TTL', 'SHORTEST_FLOW_PKT', 'MIN_IP_PKT_LEN', 'SERVER_TCP_FLAGS')",0.2,0.111111111111,0.162240055959,0.358524786922
91,pilot_092,363fae947456ac39,structured,DoS,Benign,random_forest,DoS probability,5,5,0,0.0535168734996,18.2,7,30,"('IN_PKTS', 'TCP_FLAGS', 'SRC_TO_DST_IAT_AVG', 'OUT_PKTS', 'RETRANSMITTED_IN_PKTS')",0.49894375,0.225782609384,"('MIN_TTL', 'MAX_TTL', 'SHORTEST_FLOW_PKT', 'MIN_IP_PKT_LEN', 'SERVER_TCP_FLAGS')",0,0,0.107260334456,0.237028324039
92,pilot_093,74c57b6fbba0a698,deterministic_text,DoS,DoS,logistic_regression,DoS log-odds,5,5,0,0.168203638202,26.8,14,40,"('OUT_PKTS', 'PROTOCOL', 'L4_DST_PORT', 'IN_PKTS', 'FLOW_DURATION_MILLISECONDS')",10.1653906998,7.95997979987,"('MIN_IP_PKT_LEN', 'MIN_TTL', 'MAX_TTL', 'TCP_WIN_MAX_OUT', 'TCP_WIN_MAX_IN')",0,0,0.0165466968433,0.0211311639516
92,pilot_093,74c57b6fbba0a698,structured,DoS,DoS,logistic_regression,DoS log-odds,5,5,0,0.131294141642,30.8,14,43,"('FLOW_DURATION_MILLISECONDS', 'L4_DST_PORT', 'PROTOCOL', 'OUT_PKTS', 'IN_BYTES')",10.1653906998,7.95997979987,"('MIN_IP_PKT_LEN', 'MIN_TTL', 'MAX_TTL', 'TCP_WIN_MAX_OUT', 'TCP_WIN_MAX_IN')",0,0,0.0129157988631,0.0164942807574
92,pilot_093,74c57b6fbba0a698,deterministic_text,DoS,DoS,random_forest,DoS probability,5,5,1,0.0703710682123,17.8,5,35,"('OUT_PKTS', 'PROTOCOL', 'L4_DST_PORT', 'IN_PKTS', 'FLOW_DURATION_MILLISECONDS')",0.571518790793,0.26724128089,"('MAX_TTL', 'MIN_IP_PKT_LEN', 'MIN_TTL', 'DST_TO_SRC_AVG_THROUGHPUT', 'OUT_PKTS')",0.2,0.111111111111,0.12312992914,0.263324094159
92,pilot_093,74c57b6fbba0a698,structured,DoS,DoS,random_forest,DoS probability,5,5,1,0.0639878886932,19.6,5,35,"('FLOW_DURATION_MILLISECONDS', 'L4_DST_PORT', 'PROTOCOL', 'OUT_PKTS', 'IN_BYTES')",0.571518790793,0.26724128089,"('MAX_TTL', 'MIN_IP_PKT_LEN', 'MIN_TTL', 'DST_TO_SRC_AVG_THROUGHPUT', 'OUT_PKTS')",0.2,0.111111111111,0.111961128355,0.239438639421
93,pilot_094,c5bcfa15c933cab0,deterministic_text,Benign,Benign,logistic_regression,DoS log-odds,5,5,1,0.655840667124,18.2,5,29,"('L4_DST_PORT', 'PROTOCOL', 'DNS_QUERY_TYPE', 'IN_PKTS', 'DNS_TTL_ANSWER')",7.06602509389,4.63171546995,"('MIN_IP_PKT_LEN', 'MAX_TTL', 'MIN_TTL', 'TCP_WIN_MAX_OUT', 'DNS_TTL_ANSWER')",0.2,0.111111111111,0.0928160682151,0.141597788417
93,pilot_094,c5bcfa15c933cab0,structured,Benign,Benign,logistic_regression,DoS log-odds,5,5,1,0.655840667124,18.2,5,29,"('L4_DST_PORT', 'PROTOCOL', 'DNS_QUERY_TYPE', 'IN_PKTS', 'DNS_TTL_ANSWER')",7.06602509389,4.63171546995,"('MIN_IP_PKT_LEN', 'MAX_TTL', 'MIN_TTL', 'TCP_WIN_MAX_OUT', 'DNS_TTL_ANSWER')",0.2,0.111111111111,0.0928160682151,0.141597788417
93,pilot_094,c5bcfa15c933cab0,deterministic_text,Benign,Benign,random_forest,DoS probability,5,5,0,0.0667608503867,14.6,6,26,"('L4_DST_PORT', 'PROTOCOL', 'DNS_QUERY_TYPE', 'IN_PKTS', 'DNS_TTL_ANSWER')",0.543972817024,0.286987299604,"('MIN_IP_PKT_LEN', 'MIN_TTL', 'MAX_TTL', 'DST_TO_SRC_AVG_THROUGHPUT', 'SHORTEST_FLOW_PKT')",0,0,0.12272828402,0.232626497684
93,pilot_094,c5bcfa15c933cab0,structured,Benign,Benign,random_forest,DoS probability,5,5,0,0.0667608503867,14.6,6,26,"('L4_DST_PORT', 'PROTOCOL', 'DNS_QUERY_TYPE', 'IN_PKTS', 'DNS_TTL_ANSWER')",0.543972817024,0.286987299604,"('MIN_IP_PKT_LEN', 'MIN_TTL', 'MAX_TTL', 'DST_TO_SRC_AVG_THROUGHPUT', 'SHORTEST_FLOW_PKT')",0,0,0.12272828402,0.232626497684
94,pilot_095,f023e6a50cf88b1e,deterministic_text,Benign,Benign,logistic_regression,DoS log-odds,5,5,0,0.0332753974239,35.8,24,44,"('TCP_FLAGS', 'RETRANSMITTED_OUT_PKTS', 'L4_DST_PORT', 'OUT_PKTS', 'FLOW_DURATION_MILLISECONDS')",6.22605581295,4.06517886954,"('SERVER_TCP_FLAGS', 'MIN_IP_PKT_LEN', 'MIN_TTL', 'MAX_TTL', 'TCP_WIN_MAX_IN')",0,0,0.00534453889005,0.00818546944471
94,pilot_095,f023e6a50cf88b1e,structured,Benign,Benign,logistic_regression,DoS log-odds,5,5,0,0.0375638890008,34,24,41,"('OUT_BYTES', 'OUT_PKTS', 'FLOW_DURATION_MILLISECONDS', 'TCP_FLAGS', 'RETRANSMITTED_OUT_PKTS')",6.22605581295,4.06517886954,"('SERVER_TCP_FLAGS', 'MIN_IP_PKT_LEN', 'MIN_TTL', 'MAX_TTL', 'TCP_WIN_MAX_IN')",0,0,0.00603333637367,0.00924040250289
94,pilot_095,f023e6a50cf88b1e,deterministic_text,Benign,Benign,random_forest,DoS probability,5,5,0,0.0534441741431,18.6,9,31,"('TCP_FLAGS', 'RETRANSMITTED_OUT_PKTS', 'L4_DST_PORT', 'OUT_PKTS', 'FLOW_DURATION_MILLISECONDS')",0.508490585047,0.231291901339,"('MIN_IP_PKT_LEN', 'MAX_TTL', 'MIN_TTL', 'SERVER_TCP_FLAGS', 'SHORTEST_FLOW_PKT')",0,0,0.105103566742,0.231068073865
94,pilot_095,f023e6a50cf88b1e,structured,Benign,Benign,random_forest,DoS probability,5,5,0,0.0713724634202,14,7,31,"('OUT_BYTES', 'OUT_PKTS', 'FLOW_DURATION_MILLISECONDS', 'TCP_FLAGS', 'RETRANSMITTED_OUT_PKTS')",0.508490585047,0.231291901339,"('MIN_IP_PKT_LEN', 'MAX_TTL', 'MIN_TTL', 'SERVER_TCP_FLAGS', 'SHORTEST_FLOW_PKT')",0,0,0.140361425598,0.308581766187
95,pilot_096,7e1caaee353f18ff,deterministic_text,Benign,Benign,logistic_regression,DoS log-odds,5,5,0,0.445980031243,23.2,9,42,"('TCP_FLAGS', 'L4_DST_PORT', 'DST_TO_SRC_AVG_THROUGHPUT', 'FLOW_DURATION_MILLISECONDS', 'RETRANSMITTED_IN_PKTS')",8.53016065091,4.84754489416,"('TCP_WIN_MAX_OUT', 'SERVER_TCP_FLAGS', 'TCP_WIN_MAX_IN', 'MIN_IP_PKT_LEN', 'MIN_TTL')",0,0,0.0522827235611,0.0920012173131
95,pilot_096,7e1caaee353f18ff,structured,Benign,Benign,logistic_regression,DoS log-odds,5,5,0,0.250556698731,25.6,18,42,"('L4_DST_PORT', 'IN_PKTS', 'TCP_FLAGS', 'FLOW_DURATION_MILLISECONDS', 'SRC_TO_DST_AVG_THROUGHPUT')",8.53016065091,4.84754489416,"('TCP_WIN_MAX_OUT', 'SERVER_TCP_FLAGS', 'TCP_WIN_MAX_IN', 'MIN_IP_PKT_LEN', 'MIN_TTL')",0,0,0.029373033989,0.0516873395092
95,pilot_096,7e1caaee353f18ff,deterministic_text,Benign,Benign,random_forest,DoS probability,5,5,0,0.0521911280338,17.6,6,34,"('TCP_FLAGS', 'L4_DST_PORT', 'DST_TO_SRC_AVG_THROUGHPUT', 'FLOW_DURATION_MILLISECONDS', 'RETRANSMITTED_IN_PKTS')",0.546998568791,0.282083488398,"('MIN_IP_PKT_LEN', 'MAX_TTL', 'MIN_TTL', 'SERVER_TCP_FLAGS', 'SHORTEST_FLOW_PKT')",0,0,0.0954136464181,0.185020145384
95,pilot_096,7e1caaee353f18ff,structured,Benign,Benign,random_forest,DoS probability,5,5,0,0.0399682947607,20.8,12,34,"('L4_DST_PORT', 'IN_PKTS', 'TCP_FLAGS', 'FLOW_DURATION_MILLISECONDS', 'SRC_TO_DST_AVG_THROUGHPUT')",0.546998568791,0.282083488398,"('MIN_IP_PKT_LEN', 'MAX_TTL', 'MIN_TTL', 'SERVER_TCP_FLAGS', 'SHORTEST_FLOW_PKT')",0,0,0.0730683717309,0.141689593346
96,pilot_097,e4c532c3e73f7ab5,deterministic_text,DoS,Benign,logistic_regression,DoS log-odds,5,5,1,0.776878376615,15.6,3,27,"('TCP_FLAGS', 'IN_PKTS', 'L4_DST_PORT', 'SRC_TO_DST_AVG_THROUGHPUT', 'FLOW_DURATION_MILLISECONDS')",5.17026857731,3.25741498587,"('SERVER_TCP_FLAGS', 'L7_PROTO', 'L4_DST_PORT', 'MIN_TTL', 'MAX_TTL')",0.2,0.111111111111,0.150258804741,0.238495365186
96,pilot_097,e4c532c3e73f7ab5,structured,DoS,Benign,logistic_regression,DoS log-odds,5,5,2,1.16823599736,13.8,3,27,"('TCP_FLAGS', 'L4_DST_PORT', 'IN_PKTS', 'FLOW_DURATION_MILLISECONDS', 'MIN_TTL')",5.17026857731,3.25741498587,"('SERVER_TCP_FLAGS', 'L7_PROTO', 'L4_DST_PORT', 'MIN_TTL', 'MAX_TTL')",0.4,0.25,0.22595267149,0.358638982885
96,pilot_097,e4c532c3e73f7ab5,deterministic_text,DoS,Benign,random_forest,DoS probability,5,5,0,0.0397188751201,19.8,13,26,"('TCP_FLAGS', 'IN_PKTS', 'L4_DST_PORT', 'SRC_TO_DST_AVG_THROUGHPUT', 'FLOW_DURATION_MILLISECONDS')",0.509864004222,0.24139739043,"('MIN_IP_PKT_LEN', 'SHORTEST_FLOW_PKT', 'MAX_TTL', 'SERVER_TCP_FLAGS', 'MIN_TTL')",0,0,0.077900920228,0.164537301126
96,pilot_097,e4c532c3e73f7ab5,structured,DoS,Benign,random_forest,DoS probability,5,5,1,0.0690518119535,18.2,5,26,"('TCP_FLAGS', 'L4_DST_PORT', 'IN_PKTS', 'FLOW_DURATION_MILLISECONDS', 'MIN_TTL')",0.509864004222,0.24139739043,"('MIN_IP_PKT_LEN', 'SHORTEST_FLOW_PKT', 'MAX_TTL', 'SERVER_TCP_FLAGS', 'MIN_TTL')",0.2,0.111111111111,0.135431823745,0.286050366289
97,pilot_098,e95c99b1ee1bd2c3,deterministic_text,DoS,DoS,logistic_regression,DoS log-odds,5,5,1,0.647120528534,24.2,4,40,"('L4_DST_PORT', 'PROTOCOL', 'FLOW_DURATION_MILLISECONDS', 'SRC_TO_DST_AVG_THROUGHPUT', 'OUT_PKTS')",11.0908889695,8.19830566532,"('MIN_IP_PKT_LEN', 'MIN_TTL', 'MAX_TTL', 'SRC_TO_DST_AVG_THROUGHPUT', 'SHORTEST_FLOW_PKT')",0.2,0.111111111111,0.058347038755,0.0789334473428
97,pilot_098,e95c99b1ee1bd2c3,structured,DoS,DoS,logistic_regression,DoS log-odds,5,5,1,1.39555196364,24,3,40,"('L4_DST_PORT', 'OUT_PKTS', 'FLOW_DURATION_MILLISECONDS', 'PROTOCOL', 'MAX_TTL')",11.0908889695,8.19830566532,"('MIN_IP_PKT_LEN', 'MIN_TTL', 'MAX_TTL', 'SRC_TO_DST_AVG_THROUGHPUT', 'SHORTEST_FLOW_PKT')",0.2,0.111111111111,0.125828684019,0.170224436683
97,pilot_098,e95c99b1ee1bd2c3,deterministic_text,DoS,DoS,random_forest,DoS probability,5,5,0,0.0440242686931,26.2,6,39,"('L4_DST_PORT', 'PROTOCOL', 'FLOW_DURATION_MILLISECONDS', 'SRC_TO_DST_AVG_THROUGHPUT', 'OUT_PKTS')",0.57847010651,0.305410304108,"('MIN_IP_PKT_LEN', 'MAX_TTL', 'MIN_TTL', 'DST_TO_SRC_AVG_THROUGHPUT', 'OUT_BYTES')",0,0,0.0761046563991,0.14414794819
97,pilot_098,e95c99b1ee1bd2c3,structured,DoS,DoS,random_forest,DoS probability,5,5,1,0.11253813715,19,2,39,"('L4_DST_PORT', 'OUT_PKTS', 'FLOW_DURATION_MILLISECONDS', 'PROTOCOL', 'MAX_TTL')",0.57847010651,0.305410304108,"('MIN_IP_PKT_LEN', 'MAX_TTL', 'MIN_TTL', 'DST_TO_SRC_AVG_THROUGHPUT', 'OUT_BYTES')",0.2,0.111111111111,0.194544430013,0.368481795266
98,pilot_099,047941cd9cc30526,deterministic_text,DoS,DoS,logistic_regression,DoS log-odds,5,5,1,1.40873086673,23.2,2,39,"('PROTOCOL', 'OUT_PKTS', 'FLOW_DURATION_MILLISECONDS', 'L4_DST_PORT', 'MIN_TTL')",10.5680246068,8.00470987677,"('MIN_IP_PKT_LEN', 'MIN_TTL', 'MAX_TTL', 'TCP_WIN_MAX_IN', 'TCP_WIN_MAX_OUT')",0.2,0.111111111111,0.133301247788,0.175987748266
